sort_id,cluster_id,start_s,end_s,reference_median_missing_pct,failing_median_missing_pct,difference_pp,span_s
rescue_luke0804_v2v1_g0_imec0,21,6656.5524262001545,6949.296826699527,1.0545488097196576,20.570035278688852,19.515486468969193,292.7444004993722
rescue_luke0804_v2v1_g0_imec0,36,4085.566570043172,4365.883169263631,3.0265270307059122,16.429577351056807,13.403050320350895,280.31659922045947
rescue_luke0804_v2v1_g0_imec0,66,6104.77687618599,6490.423351268531,1.6027702809361852,25.39910954270415,23.796339261767965,385.64647508254166
rescue_luke0804_v2v1_g0_imec0,66,7663.196363081929,8000.5906076920255,3.4792098646627156,18.157618016897636,14.67840815223492,337.3942446100964
rescue_luke0804_v2v1_g0_imec0,452,3869.575789173073,4198.764755589737,2.1533527772648506,21.189051517259443,19.035698739994594,329.18896641666424
rescue_luke0804_v2v1_g0_imec0,545,7196.433311183515,7378.068870892572,0.6939439496005224,28.811669776990442,28.11772582738992,181.6355597090569
rescue_luke0804_v2v1_g0_imec0,549,4204.790555200804,4334.1342956854105,0.6431752301605647,31.614661091739453,30.971485861578888,129.34374048460631
rescue_luke0804_v2v1_g0_imec0,549,6584.383898305274,6744.329872765832,0.6161527299342275,41.386111215391026,40.7699584854568,159.94597446055832
rescue_luke0804_v2v1_g0_imec0,553,5802.133888235484,6360.328406676924,2.7631390671189315,34.336835195044266,31.573696127925334,558.1945184414399
rescue_luke0804_v2v1_g0_imec0,624,1652.7873028259792,1912.5435229715624,4.004144941993805,21.723924468212417,17.719779526218613,259.75622014558326
rescue_luke0804_v2v1_g0_imec0,637,5428.331077904917,5572.185297721572,4.177323987757641,31.74171947806984,27.564395490312197,143.85421981665513
rescue_luke0804_v2v1_g0_imec0,650,3869.6306894732256,3950.405264419298,0.16087482568182065,32.507096340849,32.34622151516718,80.77457494607233
rescue_luke0804_v2v1_g0_imec0,655,3805.2555041862993,4004.126291457549,0.014652355384079151,18.53993336822905,18.52528101284497,198.8707872712498
rescue_luke0804_v2v1_g0_imec0,657,7178.952282277471,7410.057079112622,1.3018787011272959,21.579537538082107,20.27765883695481,231.10479683515132
rescue_luke0804_v2v1_g0_imec0,660,6278.7091604461775,6403.553876333605,1.8626816755432434,27.021412659926916,25.158730984383674,124.84471588742781
rescue_luke0804_v2v1_g0_imec0,673,6605.264279129671,6745.8993146796565,0.3082857677918254,33.744649390799786,33.43636362300796,140.63503554998533
rescue_luke0804_v2v1_g0_imec0,675,3999.108664025053,4070.228252851815,3.9196322007234663,15.41221243275605,11.492580232032584,71.11958882676208
rescue_luke0804_v2v1_g0_imec0,684,7217.192358011218,7409.560876399771,3.762549201347482,36.76243657507958,32.9998873737321,192.36851838855273
rescue_luke0804_v2v1_g0_imec0,694,5848.216640180237,5957.200802687792,0.18146566376979623,16.399562671025585,16.21809700725579,108.98416250755508
legacy_luke0804_v2v1_g0_imec0,324,6472.033450726816,6801.055216229355,4.1511919821518966,25.616451894520118,21.46525991236822,329.021765502539
legacy_luke0804_v2v1_g0_imec0,408,6727.733648697214,6995.259244653053,2.3594944021424418,21.864875106392635,19.505380704250193,267.525595955839
legacy_luke0804_v2v1_g0_imec0,416,6698.814890591871,6988.34630685847,0.0420254475016303,28.015612634089308,27.97358718658768,289.5314162665991
legacy_luke0804_v2v1_g0_imec0,416,7166.014444876742,7319.992853377943,3.810303914483778,24.973306001421044,21.163002086937265,153.97840850120065
legacy_luke0804_v2v1_g0_imec0,423,6827.261326170709,7306.408912444821,0.5053016876784354,39.84551503795867,39.34021335028024,479.14758627411175
legacy_luke0804_v2v1_g0_imec0,424,5934.947714358495,6377.845135778149,3.0631628941849645,32.65976369894119,29.59660080475623,442.89742141965326
legacy_luke0804_v2v1_g0_imec0,427,6502.490683910015,6698.6908232469,0.30145041041683635,24.375090396277386,24.07363998586055,196.2001393368855
legacy_luke0804_v2v1_g0_imec0,491,3665.981276076154,3770.431213794084,3.810420778793457,27.0412491232266,23.230828344433142,104.44993771793042
legacy_luke0804_v2v1_g0_imec0,513,6806.02004337318,6872.760474924772,3.7781041008695806,23.842773726238843,20.064669625369262,66.74043155159234
